Proveedor,Requisicion,Orden_Compra,Descripción ,Cantidad_material,Precio_Total,Fecha_compra,Fecha_estimada_entrega,Dias_acordados_entrega,Fecha_entrega,Tiempo_retraso,Status_Cumplimiento
"DISTR.DE HULES QUIMOR,S.A. DE C.V.",2534,2294,ORING -024 LIGA ARO SELLO (CAMARA OPACIMETRO),42,$5294,2024-07-04 00:00:00,2024-07-19 00:00:00,15,2024-07-15 00:00:00,-4,Cumplio
"DISTR.DE HULES QUIMOR,S.A. DE C.V.",2534,2294,PASACABLE DE HULE 3/4,15,$5294,2024-07-04 00:00:00,2024-07-19 00:00:00,15,2024-07-15 00:00:00,-4,Cumplio
"DISTR.DE HULES QUIMOR,S.A. DE C.V.",2534,2294,ROLLO ESPONJA DE 10MTS. (NEOPRENO),1,$5294,2024-07-04 00:00:00,2024-07-19 00:00:00,15,2024-07-26 00:00:00,7,Retraso
ELÉCTRICA NECAXA S.A. DE C.V.,2307,2088,CINCHO 140MM,27,$1853,2024-01-31 00:00:00,2024-02-15 00:00:00,15,2024-02-02 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2307,2088,CINCHO 95MM,23,$1853,2024-01-31 00:00:00,2024-02-15 00:00:00,15,2024-02-02 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2307,2088,CINTA DE AISLAR,32,$1853,2024-01-31 00:00:00,2024-02-15 00:00:00,15,2024-02-02 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2446,2213,CABLE NEGRO CALIBRE 16,1,$18007,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-04-27 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2446,2213,CABLE USO RUDO MULTICONDUCTOR TIPO TW,77,$36015,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-04-27 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2446,2213,CANALETA RANURADA C/TAPA 25X25MMP,7,$18007,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-04-27 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2446,2213,CANALETA RANURADA C/TAPA 50X50MM,23,$18007,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-04-27 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2446,2213,CLAVIJA USO RUDO POLARIZADA,70,$18007,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-04-27 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2446,2213,CONECTOR REDONDO POLARIZADO,70,$18007,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-04-27 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2446,2213,TAPAS  PROTECTORAS LEVITON,37,$18007,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-04-27 00:00:00,-13,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,CABLE USO RUDO MULTICONDUCTOR TIPO TW,15,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,CANALETA RANURADA C/TAPA 25X25MMP,3,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,CINCHO 140MM,26,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,CINCHO 95MM,17,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,CINTA DE AISLAR,52,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,CLAVIJA USO RUDO POLARIZADA,9,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,CONECTOR REDONDO POLARIZADO,23,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2698,2449,TAPAS  PROTECTORAS LEVITON,6,$3626,2024-11-20 00:00:00,2024-12-05 00:00:00,15,2024-11-20 00:00:00,-15,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CABLE BLANCO CALIBRE 16,1,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CABLE USO RUDO MULTICONDUCTOR TIPO TW,60,$12150,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CANALETA RANURADA C/TAPA 25X25MMP,2,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CINCHO 140MM,27,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CINCHO 95MM,20,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CINTA DE AISLAR,64,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CLAVIJA USO RUDO POLARIZADA,14,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,CONECTOR REDONDO POLARIZADO,17,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
ELÉCTRICA NECAXA S.A. DE C.V.,2762,2513,TAPAS  PROTECTORAS LEVITON,8,$6075,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-02-28 00:00:00,-14,Cumplio
EMMSA,2576,2331,CONVERTIDOR USB-SERIAL,52,$18514,2024-08-06 00:00:00,2024-08-21 00:00:00,15,2024-08-08 00:00:00,-13,Cumplio
EMMSA,2576,2331,EXT.ACTIVA USB 5MTS. V2.0,36,$18514,2024-08-06 00:00:00,2024-08-21 00:00:00,15,2024-08-08 00:00:00,-13,Cumplio
EMMSA,2576,2331,HUB USB V2.0 4 PTOS. MICRO,40,$18514,2024-08-06 00:00:00,2024-08-21 00:00:00,15,2024-08-08 00:00:00,-13,Cumplio
EMMSA,2578,2332,"BRIDAS 8""",7,$2989,2024-08-06 00:00:00,2024-08-21 00:00:00,15,2024-08-08 00:00:00,-13,Cumplio
EMMSA,2649,2403,"BRIDAS 8""",6,$4438,2024-10-02 00:00:00,2024-10-17 00:00:00,15,2024-10-10 00:00:00,-7,Cumplio
EMMSA,2763,2511,"BRIDAS 8""",4,$2613,2025-02-27 00:00:00,2025-03-14 00:00:00,15,2025-03-03 00:00:00,-11,Cumplio
FESTO S.A. DE C.V.,2318,2089,TUBO DE PLASTICO 8MM(TRANSPARANTE),761,$24302,2024-02-02 00:00:00,2024-02-17 00:00:00,15,2024-02-08 00:00:00,-9,Cumplio
FESTO S.A. DE C.V.,2318,2089,TUBO FLEXIBLE DE 8MM,114,$24302,2024-02-02 00:00:00,2024-02-17 00:00:00,15,2024-02-08 00:00:00,-9,Cumplio
FESTO S.A. DE C.V.,2390,2154,TUBO DE PLASTICO 8MM(TRANSPARANTE),2000,$81942,2024-03-19 00:00:00,2024-04-03 00:00:00,15,2024-04-04 00:00:00,1,Retraso
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2347,2113,CONVERTIDOR USB-SERIAL,41,$11934,2024-02-23 00:00:00,2024-03-09 00:00:00,15,2024-02-23 00:00:00,-15,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2347,2113,HUB USB V2.0 4 PTOS. MICRO,24,$11934,2024-02-23 00:00:00,2024-03-09 00:00:00,15,2024-02-23 00:00:00,-15,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2347,2113,VENTILADOR 4 PARA MODULOS,41,$11934,2024-02-23 00:00:00,2024-03-09 00:00:00,15,2024-02-23 00:00:00,-15,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2413,2178,CONVERTIDOR USB-SERIAL,99,$20841,2024-04-08 00:00:00,2024-04-23 00:00:00,15,2024-04-09 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2413,2178,HUB USB V2.0 4 PTOS. MICRO,68,$20841,2024-04-08 00:00:00,2024-04-23 00:00:00,15,2024-04-09 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2413,2178,VENTILADOR 4 PARA MODULOS,59,$20841,2024-04-08 00:00:00,2024-04-23 00:00:00,15,2024-04-09 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2423,2187,EXT.ACTIVA USB 5MTS. V2.0,31,$9960,2024-04-11 00:00:00,2024-04-26 00:00:00,15,2024-04-12 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2644,2397,CONVERTIDOR USB-SERIAL,33,$3183,2024-09-27 00:00:00,2024-10-12 00:00:00,15,2024-09-30 00:00:00,-12,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2644,2397,VENTILADOR 4 PARA MODULOS,27,$3183,2024-09-27 00:00:00,2024-10-12 00:00:00,15,2024-09-30 00:00:00,-12,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2692,2442,EXT.ACTIVA USB 5MTS. V2.0,63,$21527,2024-11-06 00:00:00,2024-11-21 00:00:00,15,2024-11-07 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2704,2454,CONVERTIDOR USB-SERIAL,30,$5251,2024-11-22 00:00:00,2024-12-07 00:00:00,15,2024-11-25 00:00:00,-12,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2704,2454,VENTILADOR 4 PARA MODULOS,31,$5251,2024-11-22 00:00:00,2024-12-07 00:00:00,15,2024-11-25 00:00:00,-12,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2721,2472,EXT.ACTIVA USB 5MTS. V2.0,31,$10637,2024-12-05 00:00:00,2024-12-20 00:00:00,15,2024-12-06 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2721,2472,TARJETA USB PCI EXPRESS CARD 4-PORT USB 3.0,5,$10637,2024-12-05 00:00:00,2024-12-20 00:00:00,15,2024-12-06 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2773,2524,CONVERTIDOR USB-SERIAL,37,$10893,2025-03-10 00:00:00,2025-03-25 00:00:00,15,2025-03-11 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2773,2524,HUB USB V2.0 4 PTOS. MICRO,23,$10893,2025-03-10 00:00:00,2025-03-25 00:00:00,15,2025-03-11 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2773,2524,VENTILADOR 4 PARA MODULOS,32,$10893,2025-03-10 00:00:00,2025-03-25 00:00:00,15,2025-03-11 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2849,2596,CONVERTIDOR USB-SERIAL,35,$22133,2025-05-07 00:00:00,2025-05-22 00:00:00,15,2025-05-08 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2849,2596,EXT.ACTIVA USB 5MTS. V2.0,60,$22133,2025-05-07 00:00:00,2025-05-22 00:00:00,15,2025-05-08 00:00:00,-14,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2955,2701,CONVERTIDOR USB-SERIAL,20,$7586,2025-09-04 00:00:00,2025-09-19 00:00:00,15,2025-09-08 00:00:00,-11,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2955,2701,HUB USB V2.0 4 PTOS. MICRO,20,$7586,2025-09-04 00:00:00,2025-09-19 00:00:00,15,2025-09-08 00:00:00,-11,Cumplio
IC INTRACOM MÉXICO S.A.P.I. DE C.V.,2955,2701,VENTILADOR 4 PARA MODULOS,20,$7586,2025-09-04 00:00:00,2025-09-19 00:00:00,15,2025-09-08 00:00:00,-11,Cumplio
ICEMA S.A. DE C.V.,2753,2502,CALIBRACIÓN DE ESTACIÓN METEOROLOGICA KEYTRONICS,1,$4872,2025-02-17 00:00:00,2025-03-04 00:00:00,15,2025-03-04 00:00:00,0,Cumplio
"INGRAM MICRO MÉXICO, S.A. DE C.V.",2919,2667,PC DESKTOP DELL-OPTIPLEX 7020-MFF-INTEL CORE I5-12500T - WINDOWS 8GB-512GB SSD,1,$23842,2025-08-01 00:00:00,2025-08-16 00:00:00,15,2025-08-01 00:00:00,-15,Cumplio
"INGRAM MICRO MÉXICO, S.A. DE C.V.",2919,2667,REGULADOR DE VOLTAJE KOBLENZ ER-2550 2500VA/2000W,2,$23842,2025-08-01 00:00:00,2025-08-16 00:00:00,15,2025-08-01 00:00:00,-15,Cumplio
INSUMOS FIA S. DE R.L DE C.V.,2823,2565,VINIL ADHESIVO BLANCO BRILLANTE 1.06X1.00,15,$842,2025-04-10 00:00:00,2025-04-25 00:00:00,15,2025-04-14 00:00:00,-11,Cumplio
INSUMOS FIA S. DE R.L DE C.V.,2823,2565,VINIL ADHESIVO BRILLANTE DE RECORTE VERDE AGUA 1.00X50,20,$842,2025-04-10 00:00:00,2025-04-25 00:00:00,15,2025-04-14 00:00:00,-11,Cumplio
"INTCOMEX, S. A. DE C.V.",2292,2063,COMP. DELL OPTIPLEX INTEL CORE I5-13500T-512GB,1,$14623,2024-01-08 00:00:00,2024-01-23 00:00:00,15,2024-01-08 00:00:00,-15,Cumplio
INTESING,2841,2581,CIRCUITO IMPRESO TACÓMETRO DIGITAL RATON,20,$1624,2025-04-30 00:00:00,2025-05-15 00:00:00,15,2025-05-16 00:00:00,1,Retraso
IPPSA INSTRUMENTACIÓN Y PROYECTOS DE PESAJE S.A. DE C.V.,2512,2265,CELDA DE CARGA 500LBS.,3,$599,2024-06-14 00:00:00,2024-06-29 00:00:00,15,2024-06-17 00:00:00,-12,Cumplio
JOSÉ ALFONSO ECHEVARRI,2603,2358,FILTRO DE PAPEL MACRO,469,$97351,2024-08-21 00:00:00,2024-09-05 00:00:00,15,2024-08-21 00:00:00,-15,Cumplio
JOSÉ ALFONSO ECHEVARRI,2603,2358,FILTRO IN LINE,267,$97351,2024-08-21 00:00:00,2024-09-05 00:00:00,15,2024-08-21 00:00:00,-15,Cumplio
JOSÉ ALFONSO ECHEVARRI,2603,2358,FILTRO MALLA,288,$97351,2024-08-21 00:00:00,2024-09-05 00:00:00,15,2024-08-21 00:00:00,-15,Cumplio
JOSE ANTONIO  GUZMAN ROJAS,2343,2109,ADS MACHO CH MOLEX CS05,33,$940,2024-02-22 00:00:00,2024-03-08 00:00:00,15,2024-04-04 00:00:00,27,Retraso
JOSE ANTONIO  GUZMAN ROJAS,2343,2109,POSTES  SPCS-4 TORNILLO ( BOLSA DE 100PZS),2,$940,2024-02-22 00:00:00,2024-03-08 00:00:00,15,2024-04-04 00:00:00,27,Retraso
JOSE ANTONIO  GUZMAN ROJAS,2343,2109,TORNILLO P/DB9 EN CHASIS,32,$940,2024-02-22 00:00:00,2024-03-08 00:00:00,15,2024-04-04 00:00:00,27,Retraso
LA CASA DEL CABLE.,2654,2411,CABLE CALIBRE 22 AMARILLO (BOBINA DE 500 MTS.),1,$7875,2024-10-03 00:00:00,2024-10-18 00:00:00,15,2025-01-02 00:00:00,76,Retraso
LA CASA DEL CABLE.,2654,2411,CABLE CALIBRE 22 AZUL (BOBINA DE 500 MTS.),1,$7875,2024-10-03 00:00:00,2024-10-18 00:00:00,15,2025-01-02 00:00:00,76,Retraso
LA CASA DEL CABLE.,2654,2411,CABLE CALIBRE 22 BLANCO (BOBINA DE 500 MTS.),1,$7875,2024-10-03 00:00:00,2024-10-18 00:00:00,15,2025-01-02 00:00:00,76,Retraso
LA CASA DEL CONTROL Y EL GABINETE SA DE CV.,2581,2336,CAJA ESTANCA DE DERIVACIÓN CON CONOS PASACABLES (CAJA SUBMEM),5,$1140,2024-08-08 00:00:00,2024-08-23 00:00:00,15,2024-08-09 00:00:00,-14,Cumplio
LA CASA DEL CONTROL Y EL GABINETE SA DE CV.,2581,2336,"CONECTOR PRENSAESTOPAS ROSCA NPT3/4"" (GAB. SUBMEM)",6,$1140,2024-08-08 00:00:00,2024-08-23 00:00:00,15,2024-08-09 00:00:00,-14,Cumplio
LA CASA DEL CONTROL Y EL GABINETE SA DE CV.,2581,2336,"CONTRATUERCA DE PLÁSTICO P/PRENSAESTOPAS NPT3/4""",51,$1140,2024-08-08 00:00:00,2024-08-23 00:00:00,15,2024-08-09 00:00:00,-14,Cumplio
LA CASA DEL CONTROL Y EL GABINETE SA DE CV.,2661,2413,CAJA ESTANCA DE DERIVACIÓN CON CONOS PASACABLES (CAJA SUBMEM),5,$1449,2024-10-03 00:00:00,2024-10-18 00:00:00,15,2024-10-10 00:00:00,-8,Cumplio
LA CASA DEL CONTROL Y EL GABINETE SA DE CV.,2661,2413,"CONECTOR PRENSAESTOPAS ROSCA NPT3/4"" (GAB. SUBMEM)",12,$1449,2024-10-03 00:00:00,2024-10-18 00:00:00,15,2024-10-10 00:00:00,-8,Cumplio
LA CASA DEL CONTROL Y EL GABINETE SA DE CV.,2661,2413,"CONTRATUERCA DE PLÁSTICO P/PRENSAESTOPAS NPT3/4""",68,$1449,2024-10-03 00:00:00,2024-10-18 00:00:00,15,2024-10-10 00:00:00,-8,Cumplio
LIGHT ON DESINGNS,2582,2337,GABINETE P/CONTROL DE AFORO WB1SL0820A00,5,$1067,2024-08-08 00:00:00,2024-08-23 00:00:00,15,2024-08-14 00:00:00,-9,Cumplio
MANUFACTURA DE RESORTES Y MUELLES DE ACERO INDUSTRIALES,2464,2227,"RESORTE DE COMPRESIÓN ALAMBRE 0.065"" ACERO PIANO, LARGO 41.5 CM COLOR NEGRO",15,$4425,2024-05-22 00:00:00,2024-06-06 00:00:00,15,2024-05-22 00:00:00,-15,Cumplio
MARISA S.A DE C.V,2379,2141,CONEXION PARA SONDA DE 1/4 MACHO CON RESORTE DE 2.10 MTS. RECORTE,10,$1868,2024-03-06 00:00:00,2024-03-21 00:00:00,15,2024-04-03 00:00:00,13,Retraso
MARISA S.A DE C.V,2435,2204,CODO 90 BARBA MANGUERA (TIPO ESPIGA 1/8),18,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,CONECTOR CODO 90º MACHO HEMBRA NPT LATON( TIPO PIPA),15,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,CONECTOR PASAMURO ACERO INOXIDABLE (GASES EN GPE),53,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,CONECTOR RECTO 10/32 ESPIGA 1/8,10,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,COPLE RAPIDO NEUM 1/4 MACHO 1/4 LATON PARA T P/SONDA SECUNDARIA,24,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,COPLE RAPIDO P/PUERTOS DE COMPROBACION,53,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,ENSAMBLE MANGUERA P/PTO. DE COMPROBACION DE FUGAS,20,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,MANERAL DE 3/8 CORTO CON CLIP DE SUJECIÓN,52,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,MANGUERA P/SONDA DE 2.1 CONECTOR  RAPIDO TIPO ESPIGA,19,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,MANGUERA P/SONDA DE 2.1M.  CONECTOR ROSCADO 1/4,17,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,MANGUERA P/SONDA DE 5.5M  CONECTOR ROSCADO 1/4,20,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,NIPLE 1/4,11,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,PIPETA FLEXILE 40CM.,30,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,PIPETA RIGIDA  40CM,52,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,SERPENTIN,14,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,TEE UNION HEMBRA LATON (CONECCION T P/SONDA),23,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,UNION PASAMUROS HEMBRA NPT (PASAMURO 1/2),36,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2435,2204,UNION T DE 1/4 NYLON ESPIGA ( OPACIMETRO ),17,$154426,2024-04-23 00:00:00,2024-05-08 00:00:00,15,2024-05-10 00:00:00,2,Retraso
MARISA S.A DE C.V,2450,2211,NIPLE 1/4,46,$14442,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-05-23 00:00:00,13,Retraso
MARISA S.A DE C.V,2450,2211,RACOR RAPIDO ROSCADO EN L 1/4-8,50,$14442,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-05-14 00:00:00,4,Retraso
MARISA S.A DE C.V,2450,2211,RACOR RAPIDO ROSCADO PC-08-02,51,$14442,2024-04-25 00:00:00,2024-05-10 00:00:00,15,2024-05-14 00:00:00,4,Retraso
MARISA S.A DE C.V,2645,2418,CODO 90 BARBA MANGUERA (TIPO ESPIGA 1/8),22,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,CONECTOR CODO 90º MACHO HEMBRA NPT LATON( TIPO PIPA),11,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,COPLE RAPIDO NEUM 1/4 MACHO 1/4 LATON PARA T P/SONDA SECUNDARIA,14,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,COPLE RAPIDO P/PUERTOS DE COMPROBACION,20,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,COPLE RAPIDO P/PUERTOS DE COMPROBACION,28,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-21 00:00:00,2,Retraso
MARISA S.A DE C.V,2645,2418,COPLE RAPIDO P/PUERTOS DE COMPROBACION,24,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-11-20 00:00:00,32,Retraso
MARISA S.A DE C.V,2645,2418,ENSAMBLE MANGUERA P/PTO. DE COMPROBACION DE FUGAS,14,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,MANERAL DE 3/8 CORTO CON CLIP DE SUJECIÓN,24,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,MANGUERA P/SONDA DE 2.1 CONECTOR  RAPIDO TIPO ESPIGA,12,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,MANGUERA P/SONDA DE 2.1M.  CONECTOR ROSCADO 1/4,13,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,MANGUERA P/SONDA DE 5.5M  CONECTOR ROSCADO 1/4,12,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,MANOMETRO CARATULA 2.5” CONEXION POST. 1/4 RGO.0-4 KGS CON GLICERINA MCA.DEWIT,2,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,NIPLE 1/4,13,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,PIPETA RIGIDA  40CM,59,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,SERPENTIN,12,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,TEE UNION HEMBRA LATON (CONECCION T P/SONDA),17,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,UNION PASAMUROS HEMBRA NPT (PASAMURO 1/2),16,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2645,2418,UNION T DE 1/4 NYLON ESPIGA ( OPACIMETRO ),21,$55019,2024-10-04 00:00:00,2024-10-19 00:00:00,15,2024-10-14 00:00:00,-5,Cumplio
MARISA S.A DE C.V,2712,2466,RACOR PASAMURO ENCHUFABLE(CAMPANA) KQ2E08-02N,30,$2401,2024-12-02 00:00:00,2024-12-17 00:00:00,15,2024-12-02 00:00:00,-15,Cumplio
MARISA S.A DE C.V,2804,2545,CONECTOR CODO 90º MACHO HEMBRA NPT LATON( TIPO PIPA),12,$95271,2025-03-27 00:00:00,2025-04-11 00:00:00,15,2025-04-03 00:00:00,-8,Cumplio
