Reporte,Estado,Centro,Calificación,Fecha Reporte,Atendido,Fecha_Limite_Pago,Fecha Pago,Tiempo hasta pago,Deuda,Pagos,Total,Estado Pago,Fecha Factura,Fecha_Limite_Facturacion,Estatus Facturacion,Dias de Facturación,Falla
43323,13,12,Regulares,2025-09-22 00:00:00,2025-09-23 00:00:00,2025-10-23 00:00:00,2026-01-08 00:00:00,107,$0.00,$600.18,$600.18,❌ Pago Con Atraso,2026-01-12 00:00:00,2026-01-15 00:00:00,✔ Facturado a Tiempo,4,NO PASA FUGAS
43325,9,39,Regulares,2025-09-22 00:00:00,2025-09-22 00:00:00,2025-10-22 00:00:00,2025-09-25 00:00:00,3,$0.00,$492.77,$492.77,✔ Pagado,2025-09-29 00:00:00,2025-10-02 00:00:00,✔ Facturado a Tiempo,4,FUGA EN MSM DE GAS DE MEDIA Y BAJA
43328,9,44,Regulares,2025-09-23 00:00:00,2025-09-25 00:00:00,2025-10-25 00:00:00,2025-11-14 00:00:00,50,$0.00,$8700.00,$8700,❌ Pago Con Atraso,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,REVISAR NIVELES DE NOX EN TODAS LAS LÍNEAS A SOLICITUD DE SMA
43334,13,12,Regulares,2025-09-23 00:00:00,2025-09-23 00:00:00,2025-10-23 00:00:00,2025-10-31 00:00:00,38,$0.00,$1740.00,$1740,❌ Pago Con Atraso,2025-11-04 00:00:00,2025-11-07 00:00:00,✔ Facturado a Tiempo,4,CAMBIO DE SENSOR INDUCTIVO DE TAPA DE DINAMOMETRO
43342,17,1717,Regulares,2025-09-24 00:00:00,2025-10-08 00:00:00,2025-11-07 00:00:00,2025-11-14 00:00:00,37,$0.00,$1131.42,$1131.42,❌ Pago Con Atraso,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,SE REQUIERE CAMBIO DE REGULADOR DE VOLTAJE (COTIZACION)
43388,9,44,Regulares,2025-09-29 00:00:00,2025-09-26 00:00:00,2025-10-26 00:00:00,2025-11-14 00:00:00,49,$0.00,$2900.00,$2900,❌ Pago Con Atraso,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,CAMBIO DE CELDA DE NOX
43439,13,12,Regulares,2025-10-01 00:00:00,2025-10-08 00:00:00,2025-11-07 00:00:00,2025-10-31 00:00:00,23,$0.00,$12526.05,$12526.05,✔ Pagado,2025-11-04 00:00:00,2025-11-07 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -2 LINEAS
43456,15,848,Rodrigo Vega,2025-10-01 00:00:00,2025-10-15 00:00:00,2025-11-14 00:00:00,2025-10-23 00:00:00,8,$0.00,$31176.91,$31176.91,✔ Pagado,2025-10-27 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
43468,15,998,Regulares,2025-10-01 00:00:00,2025-10-15 00:00:00,2025-11-14 00:00:00,2025-10-06 00:00:00,'-9,$0.00,$50171.02,$50171.02,✔ Pagado,2025-10-10 00:00:00,2025-10-13 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -8 LINEAS
43469,17,1713,Regulares,2025-10-01 00:00:00,2025-10-09 00:00:00,2025-11-08 00:00:00,2025-10-31 00:00:00,22,$0.00,$22871.35,$22871.35,✔ Pagado,2025-11-04 00:00:00,2025-11-07 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
43542,17,1717,Regulares,2025-10-10 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-14 00:00:00,10,$0.00,$10177.84,$10177.84,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,CPU DE P1 MANDA ERROR DE PROGRAMA
43574,15,859,Regulares,2025-10-15 00:00:00,2025-10-15 00:00:00,2025-11-14 00:00:00,2025-11-14 00:00:00,30,$0.00,$232.00,$232,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,HC Y NOX LECTURAS ALTAS
43582,15,848,Rodrigo Vega,2025-10-15 00:00:00,2025-10-15 00:00:00,2025-11-14 00:00:00,2025-11-28 00:00:00,44,$0.00,$1019.80,$1019.8,❌ Pago Con Atraso,2025-12-02 00:00:00,2025-12-05 00:00:00,✔ Facturado a Tiempo,4,VARIACION DE PRESION EN MSM
43586,30,14,Regulares,2025-10-15 00:00:00,2025-10-22 00:00:00,2025-11-21 00:00:00,2025-10-23 00:00:00,1,$0.00,$5800.00,$5800,✔ Pagado,2025-10-27 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,4,"V-014-MAT APOYO A LABORATORIO PARA CALIBRACION DIAMICA - 2 LINEAS, 22/10/25 9 OK:00 AM"
43601,9,44,Regulares,2025-10-16 00:00:00,2025-10-20 00:00:00,2025-11-19 00:00:00,2025-11-14 00:00:00,25,$0.00,$2900.00,$2900,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,NO APRUEBA CALIBRACION DE GASES POR NIVEL NEGATIVO DE NOX
43606,15,823,Rodrigo Vega,2025-10-17 00:00:00,2025-10-17 00:00:00,2025-11-16 00:00:00,2025-11-27 00:00:00,41,$0.00,$56.28,$56.28,❌ Pago Con Atraso,2025-12-01 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,4,NO APRUEBA COMPROBACION DE FUGAS
43670,9,22,Regulares,2025-10-24 00:00:00,2025-11-03 00:00:00,2025-12-03 00:00:00,2025-10-24 00:00:00,'-10,$0.00,$6264.00,$6264,✔ Pagado,2025-10-28 00:00:00,2025-10-31 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 2 SENSOR OBDII CAPTURA 10 M
43695,15,847,Rodrigo Vega,2025-10-28 00:00:00,2025-10-29 00:00:00,2025-11-28 00:00:00,2025-11-10 00:00:00,12,$0.00,$1019.80,$1019.8,✔ Pagado,2025-11-14 00:00:00,2025-11-17 00:00:00,✔ Facturado a Tiempo,4,NO PASA COMPROBACIÓN DE FUGAS
43697,15,820,Rodrigo Vega,2025-10-28 00:00:00,2025-10-28 00:00:00,2025-11-27 00:00:00,2025-11-20 00:00:00,23,$0.00,$3317.60,$3317.6,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,NO CALIBRA GASES POR NIVEL DE NOX Y OXIGENO (REPUESTA LENTA)
43703,17,1717,Regulares,2025-10-28 00:00:00,2025-11-18 00:00:00,2025-12-18 00:00:00,2025-11-14 00:00:00,'-4,$0.00,$8304.95,$8304.95,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,"CELDA DE NOX ALARMADA, NO PASA CEROS"
43704,15,820,Rodrigo Vega,2025-10-28 00:00:00,2025-10-28 00:00:00,2025-11-27 00:00:00,2025-11-20 00:00:00,23,$0.00,$600.18,$600.18,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,FUGA DE AIRE EN LA LINEA
43729,15,821,Rodrigo Vega,2025-10-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-11-20 00:00:00,20,$0.00,$305.56,$305.56,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,SE BLOQUEA LA LINEA CUANDO SE VA LA ENERGIA ELECTRICA
43732,15,859,Regulares,2025-10-31 00:00:00,2025-11-14 00:00:00,2025-12-14 00:00:00,2025-11-14 00:00:00,0,$0.00,$4292.00,$4292,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 MANIFOLD
43747,9,22,Regulares,2025-11-03 00:00:00,2025-11-11 00:00:00,2025-12-11 00:00:00,2025-11-21 00:00:00,10,$0.00,$43246.71,$43246.71,✔ Pagado,2025-11-25 00:00:00,2025-11-28 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
43752,9,39,Regulares,2025-11-03 00:00:00,2025-11-06 00:00:00,2025-12-06 00:00:00,2025-11-20 00:00:00,14,$0.00,$34597.37,$34597.37,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
43755,9,44,Regulares,2025-11-03 00:00:00,2025-11-21 00:00:00,2025-12-21 00:00:00,2025-11-14 00:00:00,'-7,$0.00,$25948.03,$25948.03,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
43793,15,868,Rodrigo Vega,2025-11-03 00:00:00,2025-11-27 00:00:00,2025-12-27 00:00:00,2025-11-20 00:00:00,'-7,$0.00,$31176.91,$31176.91,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
43795,15,913,Regulares,2025-11-03 00:00:00,2025-11-12 00:00:00,2025-12-12 00:00:00,2025-11-21 00:00:00,9,$0.00,$31356.89,$31356.89,✔ Pagado,2025-11-25 00:00:00,2025-11-28 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
43812,9,39,Regulares,2025-11-03 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-20 00:00:00,16,$0.00,$200.20,$200.2,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,FILTRO DE MALLA ROTO
43813,15,913,Regulares,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-12-03 00:00:00,2025-11-14 00:00:00,11,$0.00,$14500.00,$14500,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,APOYO A LABORATORIO PARA CALIBRACION DINAMICA - 5 LINEAS
43819,15,823,Rodrigo Vega,2025-11-03 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-27 00:00:00,23,$0.00,$1675.67,$1675.67,✔ Pagado,2025-12-01 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,4,RECHAZOS POR OXIGENO FUERA DE RANGO
43831,9,22,Regulares,2025-11-04 00:00:00,2025-11-11 00:00:00,2025-12-11 00:00:00,2025-11-21 00:00:00,10,$0.00,$9164.00,$9164,✔ Pagado,2025-11-25 00:00:00,2025-11-28 00:00:00,✔ Facturado a Tiempo,4,PRESIONES DE GASES FUERA DE TOLERANCIA
43835,9,39,Regulares,2025-11-04 00:00:00,2025-11-04 00:00:00,2025-12-04 00:00:00,2025-11-20 00:00:00,16,$0.00,$600.18,$600.18,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,HC FUERA DE RANGO
43842,30,114,Especiales,2025-11-05 00:00:00,2025-11-18 00:00:00,2025-12-18 00:00:00,2025-11-14 00:00:00,'-4,$0.00,$3317.60,$3317.6,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 SENSOR DE OXIGENO
43845,9,22,Regulares,2025-11-05 00:00:00,2025-11-14 00:00:00,2025-12-14 00:00:00,2025-11-21 00:00:00,7,$0.00,$9164.00,$9164,✔ Pagado,2025-11-25 00:00:00,2025-11-28 00:00:00,✔ Facturado a Tiempo,4,BLOQUEO DE GOBIERNO
43847,9,39,Regulares,2025-11-05 00:00:00,2025-12-11 00:00:00,2026-01-10 00:00:00,2025-11-20 00:00:00,'-21,$0.00,$696.00,$696,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 12 CONECTOR RECTO 1/8 A 8 MM
43858,9,53,MAC´s,2025-11-06 00:00:00,2025-11-14 00:00:00,2025-12-14 00:00:00,2025-11-14 00:00:00,0,$0.00,$7424.00,$7424,✔ Pagado,2025-11-18 00:00:00,2025-11-21 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 2 NO CONTACTO, 2 PINZA INDUCTIVA"
43868,30,32,Regulares,2025-11-07 00:00:00,2025-11-21 00:00:00,2025-12-21 00:00:00,2025-11-21 00:00:00,0,$0.00,$7291.76,$7291.76,✔ Pagado,2025-11-25 00:00:00,2025-11-28 00:00:00,✔ Facturado a Tiempo,4,V-032-ANT - REVISION DE MSM EN LABORATORIO
43878,15,823,Rodrigo Vega,2025-11-08 00:00:00,2025-11-19 00:00:00,2025-12-19 00:00:00,2025-11-27 00:00:00,8,$0.00,$2900.00,$2900,✔ Pagado,2025-12-01 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,4,NO APLICA CARGA
43885,15,847,Rodrigo Vega,2025-11-10 00:00:00,2025-11-11 00:00:00,2025-12-11 00:00:00,2025-11-20 00:00:00,9,$0.00,$812.00,$812,✔ Pagado,2025-11-24 00:00:00,2025-11-27 00:00:00,✔ Facturado a Tiempo,4,NO INICIA WINDOWS EN POSICION 1 (SE QUEDA EN PANTALLA AZUL DE RESTABLECER)
43902,15,823,Rodrigo Vega,2025-11-11 00:00:00,2025-11-13 00:00:00,2025-12-13 00:00:00,2025-11-27 00:00:00,14,$0.00,$1967.71,$1967.71,✔ Pagado,2025-12-01 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,4,NO APLICA PESO Y CARGA VARIABLE
43903,15,823,Rodrigo Vega,2025-11-11 00:00:00,2025-11-13 00:00:00,2025-12-13 00:00:00,2025-11-27 00:00:00,14,$0.00,$11622.55,$11622.55,✔ Pagado,2025-12-01 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,4,RESPUESTA DE SENSOR DE OXIGENO Y NOX LENTAS
43962,9,22,Regulares,2025-11-14 00:00:00,2025-11-25 00:00:00,2025-12-25 00:00:00,2025-11-21 00:00:00,'-4,$0.00,$1852.30,$1852.3,✔ Pagado,2025-11-25 00:00:00,2025-11-28 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 PIPETA PARA OPACIMETRO MOTORSCAN Y 1 PIPETA PARA OPACIMETRO KEYSCAN
43993,9,22,Regulares,2025-11-20 00:00:00,2025-11-25 00:00:00,2025-12-25 00:00:00,2025-12-22 00:00:00,27,$0.00,$8649.34,$8649.34,✔ Pagado,2025-12-26 00:00:00,2025-12-29 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO LINEA 2
44095,15,829,Rodrigo Vega,2025-12-01 00:00:00,2025-12-04 00:00:00,2026-01-03 00:00:00,2025-12-18 00:00:00,14,$0.00,$31176.91,$31176.91,✔ Pagado,2025-12-22 00:00:00,2025-12-25 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
44114,17,1714,Regulares,2025-12-01 00:00:00,2025-12-15 00:00:00,2026-01-14 00:00:00,2025-12-19 00:00:00,4,$0.00,$17153.55,$17153.55,✔ Pagado,2025-12-23 00:00:00,2025-12-26 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
44123,9,22,Regulares,2025-12-01 00:00:00,2025-12-03 00:00:00,2026-01-02 00:00:00,2025-12-22 00:00:00,19,$0.00,$1040.75,$1040.75,✔ Pagado,2025-12-26 00:00:00,2025-12-29 00:00:00,✔ Facturado a Tiempo,4,REVISION DE AIRE CERO Y GASES EN TODAS LAS LINEAS POR POSIBLE FUGA
44140,15,851,Rodrigo Vega,2025-12-02 00:00:00,2025-12-02 00:00:00,2026-01-01 00:00:00,2025-12-18 00:00:00,16,$0.00,$1045.75,$1045.75,✔ Pagado,2025-12-22 00:00:00,2025-12-25 00:00:00,✔ Facturado a Tiempo,4,CAMBIO DE OBDII USB
44156,17,1713,Regulares,2025-12-05 00:00:00,2025-12-22 00:00:00,2026-01-21 00:00:00,2025-12-19 00:00:00,'-3,$0.00,$1338.15,$1338.15,✔ Pagado,2025-12-23 00:00:00,2025-12-26 00:00:00,✔ Facturado a Tiempo,4,NO APLICA CARGA
44276,9,83,Regulares,2025-12-23 00:00:00,2025-12-23 00:00:00,2026-01-22 00:00:00,2025-12-26 00:00:00,3,$0.00,$812.00,$812,✔ Pagado,2025-12-30 00:00:00,2026-01-02 00:00:00,✔ Facturado a Tiempo,4,"REVISION DE CPU DE IMPRESION, NO INICIA WINDOWS"
35514,9,2,MAC´s,2024-01-01 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-02-24 00:00:00,26,$0.00,$38171.25,$38171.25,✔ Pagado,2024-02-27 00:00:00,2024-03-02 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -5 LINEAS
35516,9,4,Regulares,2024-01-01 00:00:00,2024-01-17 00:00:00,2024-02-16 00:00:00,2024-03-22 00:00:00,65,$0.00,$30537.00,$30537,❌ Pago Con Atraso,2024-03-25 00:00:00,2024-03-29 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -4 LINEAS
35517,9,5,Regulares,2024-01-01 00:00:00,2024-01-18 00:00:00,2024-02-17 00:00:00,2024-02-26 00:00:00,39,$0.00,$45805.50,$45805.5,❌ Pago Con Atraso,2024-02-29 00:00:00,2024-03-04 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -6 LINEAS
35544,15,401,Regulares,2024-01-01 00:00:00,2024-01-19 00:00:00,2024-02-18 00:00:00,2024-01-19 00:00:00,0,$0.00,$5622.87,$5622.87,✔ Pagado,2024-01-22 00:00:00,2024-01-26 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -1 LINEAS
35554,15,823,Rodrigo Vega,2024-01-01 00:00:00,2024-01-10 00:00:00,2024-02-09 00:00:00,2024-01-30 00:00:00,20,$0.00,$27526.80,$27526.8,✔ Pagado,2024-02-02 00:00:00,2024-02-06 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -5 LINEAS
35558,15,830,Rodrigo Vega,2024-01-01 00:00:00,2024-01-09 00:00:00,2024-02-08 00:00:00,2024-01-30 00:00:00,21,$0.00,$16516.08,$16516.08,✔ Pagado,2024-02-02 00:00:00,2024-02-06 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -3 LINEAS
35571,15,916,Regulares,2024-01-01 00:00:00,2024-01-18 00:00:00,2024-02-17 00:00:00,2024-09-27 00:00:00,253,$0.00,$16516.08,$16516.08,❌ Pago Con Atraso,2024-09-30 00:00:00,2024-10-04 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -3 LINEAS
35575,17,1713,Regulares,2024-01-01 00:00:00,2024-01-15 00:00:00,2024-02-14 00:00:00,2024-01-19 00:00:00,4,$0.00,$19901.19,$19901.19,✔ Pagado,2024-01-22 00:00:00,2024-01-26 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -4 LINEAS
35577,17,1715,Regulares,2024-01-01 00:00:00,2024-01-17 00:00:00,2024-02-16 00:00:00,2024-01-19 00:00:00,2,$0.00,$19901.19,$19901.19,✔ Pagado,2024-01-22 00:00:00,2024-01-26 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -4 LINEAS
35586,15,828,Rodrigo Vega,2024-01-02 00:00:00,2024-01-17 00:00:00,2024-02-16 00:00:00,2024-02-09 00:00:00,23,$0.00,$9048.00,$9048,✔ Pagado,2024-02-12 00:00:00,2024-02-16 00:00:00,✔ Facturado a Tiempo,3,REFACCIONES - 3 SENSORES OBDII CAPTURA
35599,15,827,Rodrigo Vega,2024-01-03 00:00:00,2024-01-03 00:00:00,2024-02-02 00:00:00,2024-04-19 00:00:00,107,$0.00,$812.00,$812,❌ Pago Con Atraso,2024-04-22 00:00:00,2024-04-26 00:00:00,✔ Facturado a Tiempo,3,NO PASA FUGAS
35613,13,1,Regulares,2024-01-04 00:00:00,2023-12-31 00:00:00,2024-01-30 00:00:00,2024-01-30 00:00:00,30,$0.00,$5953.12,$5953.12,✔ Pagado,2024-02-02 00:00:00,2024-02-06 00:00:00,✔ Facturado a Tiempo,3,SOFTWARE DICIEMBRE
35614,13,2,Regulares,2024-01-04 00:00:00,2023-12-31 00:00:00,2024-01-30 00:00:00,2024-01-30 00:00:00,30,$0.00,$914.08,$914.08,✔ Pagado,2024-02-02 00:00:00,2024-02-06 00:00:00,✔ Facturado a Tiempo,3,SOFTWARE DICIEMBRE
35616,13,5,Regulares,2024-01-04 00:00:00,2023-12-31 00:00:00,2024-01-30 00:00:00,2024-01-30 00:00:00,30,$0.00,$10187.12,$10187.12,✔ Pagado,2024-02-02 00:00:00,2024-02-06 00:00:00,✔ Facturado a Tiempo,3,SOFTWARE DICIEMBRE
35618,13,7,Regulares,2024-01-04 00:00:00,2023-12-31 00:00:00,2024-01-30 00:00:00,2024-01-30 00:00:00,30,$0.00,$4660.88,$4660.88,✔ Pagado,2024-02-02 00:00:00,2024-02-06 00:00:00,✔ Facturado a Tiempo,3,SOFTWARE DICIEMBRE
35621,13,11,Regulares,2024-01-04 00:00:00,2023-12-31 00:00:00,2024-01-30 00:00:00,2024-01-30 00:00:00,30,$0.00,$9811.28,$9811.28,✔ Pagado,2024-02-02 00:00:00,2024-02-06 00:00:00,✔ Facturado a Tiempo,3,SOFTWARE DICIEMBRE
35659,9,22,Regulares,2024-01-08 00:00:00,2024-01-16 00:00:00,2024-02-15 00:00:00,2024-01-23 00:00:00,7,$0.00,$3093.26,$3093.26,✔ Pagado,2024-01-26 00:00:00,2024-01-30 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO MAYOR A MODULO DE MUESTRA
35660,9,22,Regulares,2024-01-08 00:00:00,2024-01-16 00:00:00,2024-02-15 00:00:00,2024-01-23 00:00:00,7,$0.00,$3213.20,$3213.2,✔ Pagado,2024-01-26 00:00:00,2024-01-30 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO MAYOR A MODULO DE MUESTRA
35678,9,83,Regulares,2024-01-09 00:00:00,2024-01-15 00:00:00,2024-02-14 00:00:00,2024-01-27 00:00:00,12,$0.00,$5080.80,$5080.8,✔ Pagado,2024-01-30 00:00:00,2024-02-03 00:00:00,✔ Facturado a Tiempo,3,REVISION DE MSM Y OPACIMETRO
35706,15,828,Rodrigo Vega,2024-01-15 00:00:00,2024-01-17 00:00:00,2024-02-16 00:00:00,2024-02-09 00:00:00,23,$0.00,$81.20,$81.2,✔ Pagado,2024-02-12 00:00:00,2024-02-16 00:00:00,✔ Facturado a Tiempo,3,FUGA EN CODO DE TUBBING DE GAS DE MEDIA A GPE
35736,15,832,Regulares,2024-01-17 00:00:00,2024-01-19 00:00:00,2024-02-18 00:00:00,2024-01-19 00:00:00,0,$0.00,$6032.00,$6032,✔ Pagado,2024-01-22 00:00:00,2024-01-26 00:00:00,✔ Facturado a Tiempo,3,REFACCIONES - 1 OBD DE CAPTURA Y 1 OBD PARA RPMS
35745,17,1715,Regulares,2024-01-17 00:00:00,2024-01-30 00:00:00,2024-02-29 00:00:00,2024-01-19 00:00:00,'-11,$0.00,$1160.00,$1160,✔ Pagado,2024-01-22 00:00:00,2024-01-26 00:00:00,✔ Facturado a Tiempo,3,FUGA EN BOMBA (REQUIERE CAMBIO DE DIAFRAGMA)
35747,15,820,Rodrigo Vega,2024-01-18 00:00:00,2024-02-15 00:00:00,2024-03-16 00:00:00,2024-02-23 00:00:00,8,$0.00,$4408.00,$4408,✔ Pagado,2024-02-26 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,3,REFACCIONES - 4 EXTENSION RPM C/CONECTOR CANNON
35765,9,22,Regulares,2024-01-19 00:00:00,2024-01-23 00:00:00,2024-02-22 00:00:00,2024-01-23 00:00:00,0,$0.00,$1160.00,$1160,✔ Pagado,2024-01-26 00:00:00,2024-01-30 00:00:00,✔ Facturado a Tiempo,3,REFACCIONES - 2 PUERTOS DE COMPROBACION DE FUGAS
35801,9,83,Regulares,2024-01-24 00:00:00,2024-01-24 00:00:00,2024-02-23 00:00:00,2024-01-27 00:00:00,3,$0.00,$11600.00,$11600,✔ Pagado,2024-01-30 00:00:00,2024-02-03 00:00:00,✔ Facturado a Tiempo,3,CALIBRACION DINAMICA MENSUAL
35804,15,827,Rodrigo Vega,2024-01-24 00:00:00,2024-01-25 00:00:00,2024-02-24 00:00:00,2024-04-19 00:00:00,85,$0.00,$696.00,$696,❌ Pago Con Atraso,2024-04-22 00:00:00,2024-04-26 00:00:00,✔ Facturado a Tiempo,3,"POSICION 1 SE REINICIA CONSTANTEMENTE, SOLICITAN FORMATEO"
35817,17,1716,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-02-09 00:00:00,11,$0.00,$18620.16,$18620.16,✔ Pagado,2024-02-12 00:00:00,2024-02-16 00:00:00,✔ Facturado a Tiempo,3,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35824,9,44,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-01-26 00:00:00,'-3,$0.00,$6496.00,$6496,✔ Pagado,2024-01-29 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,3,REFACCIONES- 1 CELDA DE NOX
35836,9,4,Regulares,2024-01-26 00:00:00,2024-01-26 00:00:00,2024-02-25 00:00:00,2024-02-20 00:00:00,25,$0.00,$139.20,$139.2,✔ Pagado,2024-02-23 00:00:00,2024-02-27 00:00:00,✔ Facturado a Tiempo,3,CPU DE EMISIONES NO DA VIDEO
35868,15,849,Rodrigo Vega,2024-01-31 00:00:00,2024-02-13 00:00:00,2024-03-14 00:00:00,2024-04-09 00:00:00,56,$0.00,$6496.00,$6496,❌ Pago Con Atraso,2024-04-12 00:00:00,2024-04-16 00:00:00,✔ Facturado a Tiempo,3,NO CALIBRA POR RESPUESTA LENTA DE NOX (REQUIERE CAMBIO)
35889,9,38,MAC´s,2024-02-01 00:00:00,2024-02-16 00:00:00,2024-03-17 00:00:00,2024-02-24 00:00:00,8,$0.00,$30537.00,$30537,✔ Pagado,2024-02-27 00:00:00,2024-03-02 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -4 LINEAS
35895,9,53,MAC´s,2024-02-01 00:00:00,2024-02-26 00:00:00,2024-03-27 00:00:00,2024-02-24 00:00:00,'-2,$0.00,$38171.25,$38171.25,✔ Pagado,2024-02-27 00:00:00,2024-03-02 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -5 LINEAS
35923,15,830,Rodrigo Vega,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-03-15 00:00:00,2024-02-16 00:00:00,2,$0.00,$17241.42,$17241.42,✔ Pagado,2024-02-19 00:00:00,2024-02-23 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -3 LINEAS
35925,15,832,Regulares,2024-02-01 00:00:00,2024-02-16 00:00:00,2024-03-17 00:00:00,2024-02-23 00:00:00,7,$0.00,$17241.42,$17241.42,✔ Pagado,2024-02-26 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -3 LINEAS
35935,15,915,Regulares,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-03-15 00:00:00,2024-02-23 00:00:00,9,$0.00,$22988.56,$22988.56,✔ Pagado,2024-02-26 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,3,MANTENIMIENTO PREVENTIVO -4 LINEAS
